CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2023,CA-512,Hispanic/Latina/e/o,Alone,279
2023,CA-512,Hispanic/Latina/e/o,In_Combination,1795
2023,CA-512,Native Hawaiian or Pacific Islander,Alone,350
2023,CA-512,Native Hawaiian or Pacific Islander,In_Combination,48
2023,CA-512,White,Alone,1242
2023,CA-512,White,In_Combination,1614
2023,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,91
2023,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,201
2023,CA-513,Asian or Asian American,Alone,31
2023,CA-513,Asian or Asian American,In_Combination,16
2023,CA-513,"Black, African American or African",Alone,478
2023,CA-513,"Black, African American or African",In_Combination,99
2023,CA-513,Hispanic/Latina/e/o,Alone,440
2023,CA-513,Hispanic/Latina/e/o,In_Combination,2249
2023,CA-513,Native Hawaiian or Pacific Islander,Alone,21
2023,CA-513,Native Hawaiian or Pacific Islander,In_Combination,21
2023,CA-513,White,Alone,1462
2023,CA-513,White,In_Combination,2116
2023,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,257
2023,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,455
2023,CA-514,Asian or Asian American,Alone,302
2023,CA-514,Asian or Asian American,In_Combination,70
2023,CA-514,"Black, African American or African",Alone,2006
2023,CA-514,"Black, African American or African",In_Combination,350
2023,CA-514,Hispanic/Latina/e/o,Alone,1139
2023,CA-514,Hispanic/Latina/e/o,In_Combination,4363
2023,CA-514,Native Hawaiian or Pacific Islander,Alone,48
2023,CA-514,Native Hawaiian or Pacific Islander,In_Combination,60
2023,CA-514,White,Alone,2896
2023,CA-514,White,In_Combination,4067
2023,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,60
2023,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,130
2023,CA-515,Asian or Asian American,Alone,28
2023,CA-515,Asian or Asian American,In_Combination,39
2023,CA-515,"Black, African American or African",Alone,205
2023,CA-515,"Black, African American or African",In_Combination,99
2023,CA-515,Hispanic/Latina/e/o,Alone,68
2023,CA-515,Hispanic/Latina/e/o,In_Combination,389
2023,CA-515,Native Hawaiian or Pacific Islander,Alone,24
2023,CA-515,Native Hawaiian or Pacific Islander,In_Combination,42
2023,CA-515,White,Alone,1596
2023,CA-515,White,In_Combination,416
2023,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,157
2023,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,268
2023,CA-516,Asian or Asian American,Alone,17
2023,CA-516,Asian or Asian American,In_Combination,33
2023,CA-516,"Black, African American or African",Alone,61
2023,CA-516,"Black, African American or African",In_Combination,64
2023,CA-516,Hispanic/Latina/e/o,Alone,42
2023,CA-516,Hispanic/Latina/e/o,In_Combination,220
2023,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-516,Native Hawaiian or Pacific Islander,In_Combination,19
2023,CA-516,White,Alone,1617
2023,CA-516,White,In_Combination,449
2023,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,19
2023,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,89
2023,CA-517,Asian or Asian American,Alone,*
2023,CA-517,Asian or Asian American,In_Combination,*
2023,CA-517,"Black, African American or African",Alone,59
2023,CA-517,"Black, African American or African",In_Combination,31
2023,CA-517,Hispanic/Latina/e/o,Alone,51
2023,CA-517,Hispanic/Latina/e/o,In_Combination,361
2023,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-517,White,Alone,473
2023,CA-517,White,In_Combination,339
2023,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,16
2023,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,78
2023,CA-518,Asian or Asian American,Alone,32
2023,CA-518,Asian or Asian American,In_Combination,25
2023,CA-518,"Black, African American or African",Alone,627
2023,CA-518,"Black, African American or African",In_Combination,103
2023,CA-518,Hispanic/Latina/e/o,Alone,22
2023,CA-518,Hispanic/Latina/e/o,In_Combination,225
2023,CA-518,Native Hawaiian or Pacific Islander,Alone,20
2023,CA-518,Native Hawaiian or Pacific Islander,In_Combination,21
2023,CA-518,White,Alone,410
2023,CA-518,White,In_Combination,249
2023,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,143
2023,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,248
2023,CA-519,Asian or Asian American,Alone,47
2023,CA-519,Asian or Asian American,In_Combination,26
2023,CA-519,"Black, African American or African",Alone,267
2023,CA-519,"Black, African American or African",In_Combination,194
2023,CA-519,Hispanic/Latina/e/o,Alone,93
2023,CA-519,Hispanic/Latina/e/o,In_Combination,554
2023,CA-519,Native Hawaiian or Pacific Islander,Alone,24
2023,CA-519,Native Hawaiian or Pacific Islander,In_Combination,41
2023,CA-519,White,Alone,2601
2023,CA-519,White,In_Combination,726
2023,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,40
2023,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,107
2023,CA-520,Asian or Asian American,Alone,51
2023,CA-520,Asian or Asian American,In_Combination,26
2023,CA-520,"Black, African American or African",Alone,462
2023,CA-520,"Black, African American or African",In_Combination,154
2023,CA-520,Hispanic/Latina/e/o,Alone,499
2023,CA-520,Hispanic/Latina/e/o,In_Combination,1225
2023,CA-520,Native Hawaiian or Pacific Islander,Alone,18
2023,CA-520,Native Hawaiian or Pacific Islander,In_Combination,23
2023,CA-520,White,Alone,817
2023,CA-520,White,In_Combination,1176
2023,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,20
2023,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,51
2023,CA-521,Asian or Asian American,Alone,12
2023,CA-521,Asian or Asian American,In_Combination,11
2023,CA-521,"Black, African American or African",Alone,241
2023,CA-521,"Black, African American or African",In_Combination,48
2023,CA-521,Hispanic/Latina/e/o,Alone,112
2023,CA-521,Hispanic/Latina/e/o,In_Combination,373
2023,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-521,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-521,White,Alone,528
2023,CA-521,White,In_Combination,338
2023,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,274
2023,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,243
2023,CA-522,Asian or Asian American,Alone,11
2023,CA-522,Asian or Asian American,In_Combination,12
2023,CA-522,"Black, African American or African",Alone,107
2023,CA-522,"Black, African American or African",In_Combination,51
2023,CA-522,Hispanic/Latina/e/o,Alone,39
2023,CA-522,Hispanic/Latina/e/o,In_Combination,230
2023,CA-522,Native Hawaiian or Pacific Islander,Alone,17
2023,CA-522,Native Hawaiian or Pacific Islander,In_Combination,27
2023,CA-522,White,Alone,1676
2023,CA-522,White,In_Combination,332
2023,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,29
2023,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,21
2023,CA-523,Asian or Asian American,Alone,*
2023,CA-523,Asian or Asian American,In_Combination,*
2023,CA-523,"Black, African American or African",Alone,14
2023,CA-523,"Black, African American or African",In_Combination,19
2023,CA-523,Hispanic/Latina/e/o,Alone,37
2023,CA-523,Hispanic/Latina/e/o,In_Combination,142
2023,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-523,White,Alone,320
2023,CA-523,White,In_Combination,153
2023,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,58
2023,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,110
2023,CA-524,Asian or Asian American,Alone,36
2023,CA-524,Asian or Asian American,In_Combination,12
2023,CA-524,"Black, African American or African",Alone,278
2023,CA-524,"Black, African American or African",In_Combination,67
2023,CA-524,Hispanic/Latina/e/o,Alone,334
2023,CA-524,Hispanic/Latina/e/o,In_Combination,382
2023,CA-524,Native Hawaiian or Pacific Islander,Alone,15
2023,CA-524,Native Hawaiian or Pacific Islander,In_Combination,22
2023,CA-524,White,Alone,1702
2023,CA-524,White,In_Combination,436
2023,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,24
2023,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,20
2023,CA-525,Asian or Asian American,Alone,*
2023,CA-525,Asian or Asian American,In_Combination,*
2023,CA-525,"Black, African American or African",Alone,30
2023,CA-525,"Black, African American or African",In_Combination,*
2023,CA-525,Hispanic/Latina/e/o,Alone,14
2023,CA-525,Hispanic/Latina/e/o,In_Combination,69
2023,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-525,White,Alone,443
2023,CA-525,White,In_Combination,73
2023,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,21
2023,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,38
2023,CA-526,Asian or Asian American,Alone,*
2023,CA-526,Asian or Asian American,In_Combination,12
2023,CA-526,"Black, African American or African",Alone,27
2023,CA-526,"Black, African American or African",In_Combination,16
2023,CA-526,Hispanic/Latina/e/o,Alone,17
2023,CA-526,Hispanic/Latina/e/o,In_Combination,144
2023,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-526,Native Hawaiian or Pacific Islander,In_Combination,11
2023,CA-526,White,Alone,672
2023,CA-526,White,In_Combination,155
2023,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,16
2023,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,22
2023,CA-527,Asian or Asian American,Alone,*
2023,CA-527,Asian or Asian American,In_Combination,*
2023,CA-527,"Black, African American or African",Alone,*
2023,CA-527,"Black, African American or African",In_Combination,12
2023,CA-527,Hispanic/Latina/e/o,Alone,30
2023,CA-527,Hispanic/Latina/e/o,In_Combination,73
2023,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-527,White,Alone,466
2023,CA-527,White,In_Combination,80
2023,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,43
2023,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,39
2023,CA-529,Asian or Asian American,Alone,*
2023,CA-529,Asian or Asian American,In_Combination,*
2023,CA-529,"Black, African American or African",Alone,14
2023,CA-529,"Black, African American or African",In_Combination,*
2023,CA-529,Hispanic/Latina/e/o,Alone,17
2023,CA-529,Hispanic/Latina/e/o,In_Combination,62
2023,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-529,White,Alone,305
2023,CA-529,White,In_Combination,48
2023,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,31
2023,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,15
2023,CA-530,Asian or Asian American,Alone,*
2023,CA-530,Asian or Asian American,In_Combination,*
2023,CA-530,"Black, African American or African",Alone,*
2023,CA-530,"Black, African American or African",In_Combination,*
2023,CA-530,Hispanic/Latina/e/o,Alone,*
2023,CA-530,Hispanic/Latina/e/o,In_Combination,39
2023,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-530,White,Alone,48
2023,CA-530,White,In_Combination,35
2023,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,26
2023,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,51
2023,CA-531,Asian or Asian American,Alone,*
2023,CA-531,Asian or Asian American,In_Combination,13
2023,CA-531,"Black, African American or African",Alone,30
2023,CA-531,"Black, African American or African",In_Combination,14
2023,CA-531,Hispanic/Latina/e/o,Alone,31
2023,CA-531,Hispanic/Latina/e/o,In_Combination,100
2023,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-531,White,Alone,881
2023,CA-531,White,In_Combination,135
2023,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,574
2023,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1492
2023,CA-600,Asian or Asian American,Alone,1253
2023,CA-600,Asian or Asian American,In_Combination,326
2023,CA-600,"Black, African American or African",Alone,33581
2023,CA-600,"Black, African American or African",In_Combination,2386
2023,CA-600,Hispanic/Latina/e/o,Alone,10091
2023,CA-600,Hispanic/Latina/e/o,In_Combination,27461
2023,CA-600,Native Hawaiian or Pacific Islander,Alone,453
2023,CA-600,Native Hawaiian or Pacific Islander,In_Combination,526
2023,CA-600,White,Alone,18509
2023,CA-600,White,In_Combination,25682
2023,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,285
2023,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,692
2023,CA-601,Asian or Asian American,Alone,446
2023,CA-601,Asian or Asian American,In_Combination,260
2023,CA-601,"Black, African American or African",Alone,6196
2023,CA-601,"Black, African American or African",In_Combination,1403
2023,CA-601,Hispanic/Latina/e/o,Alone,1545
2023,CA-601,Hispanic/Latina/e/o,In_Combination,7721
2023,CA-601,Native Hawaiian or Pacific Islander,Alone,346
2023,CA-601,Native Hawaiian or Pacific Islander,In_Combination,455
2023,CA-601,White,Alone,8281
2023,CA-601,White,In_Combination,6933
2023,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,148
2023,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,661
2023,CA-602,Asian or Asian American,Alone,487
2023,CA-602,Asian or Asian American,In_Combination,164
2023,CA-602,"Black, African American or African",Alone,1830
2023,CA-602,"Black, African American or African",In_Combination,473
2023,CA-602,Hispanic/Latina/e/o,Alone,1361
2023,CA-602,Hispanic/Latina/e/o,In_Combination,7616
2023,CA-602,Native Hawaiian or Pacific Islander,Alone,207
2023,CA-602,Native Hawaiian or Pacific Islander,In_Combination,154
2023,CA-602,White,Alone,6645
2023,CA-602,White,In_Combination,7101
2023,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,58
2023,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,224
2023,CA-603,Asian or Asian American,Alone,44
2023,CA-603,Asian or Asian American,In_Combination,31
2023,CA-603,"Black, African American or African",Alone,300
2023,CA-603,"Black, African American or African",In_Combination,120
2023,CA-603,Hispanic/Latina/e/o,Alone,474
2023,CA-603,Hispanic/Latina/e/o,In_Combination,2108
2023,CA-603,Native Hawaiian or Pacific Islander,Alone,31
2023,CA-603,Native Hawaiian or Pacific Islander,In_Combination,35
2023,CA-603,White,Alone,1624
2023,CA-603,White,In_Combination,2016
2023,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,76
2023,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,218
2023,CA-604,Asian or Asian American,Alone,47
2023,CA-604,Asian or Asian American,In_Combination,31
2023,CA-604,"Black, African American or African",Alone,1692
2023,CA-604,"Black, African American or African",In_Combination,234
2023,CA-604,Hispanic/Latina/e/o,Alone,299
2023,CA-604,Hispanic/Latina/e/o,In_Combination,2803
2023,CA-604,Native Hawaiian or Pacific Islander,Alone,37
2023,CA-604,Native Hawaiian or Pacific Islander,In_Combination,40
2023,CA-604,White,Alone,2623
2023,CA-604,White,In_Combination,2753
2023,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,49
2023,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,125
2023,CA-606,Asian or Asian American,Alone,115
2023,CA-606,Asian or Asian American,In_Combination,31
2023,CA-606,"Black, African American or African",Alone,2419
2023,CA-606,"Black, African American or African",In_Combination,180
2023,CA-606,Hispanic/Latina/e/o,Alone,360
2023,CA-606,Hispanic/Latina/e/o,In_Combination,1282
2023,CA-606,Native Hawaiian or Pacific Islander,Alone,59
2023,CA-606,Native Hawaiian or Pacific Islander,In_Combination,30
2023,CA-606,White,Alone,1468
2023,CA-606,White,In_Combination,1188
2023,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,11
2023,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,26
2023,CA-607,Asian or Asian American,Alone,26
2023,CA-607,Asian or Asian American,In_Combination,*
2023,CA-607,"Black, African American or African",Alone,554
2023,CA-607,"Black, African American or African",In_Combination,50
2023,CA-607,Hispanic/Latina/e/o,Alone,93
2023,CA-607,Hispanic/Latina/e/o,In_Combination,455
2023,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-607,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-607,White,Alone,284
2023,CA-607,White,In_Combination,429
2023,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,122
2023,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,269
2023,CA-608,Asian or Asian American,Alone,111
2023,CA-608,Asian or Asian American,In_Combination,50
2023,CA-608,"Black, African American or African",Alone,2906
2023,CA-608,"Black, African American or African",In_Combination,425
2023,CA-608,Hispanic/Latina/e/o,Alone,893
2023,CA-608,Hispanic/Latina/e/o,In_Combination,4343
2023,CA-608,Native Hawaiian or Pacific Islander,Alone,74
2023,CA-608,Native Hawaiian or Pacific Islander,In_Combination,59
2023,CA-608,White,Alone,4010
2023,CA-608,White,In_Combination,4132
2023,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,62
2023,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,175
2023,CA-609,Asian or Asian American,Alone,44
2023,CA-609,Asian or Asian American,In_Combination,38
2023,CA-609,"Black, African American or African",Alone,3346
2023,CA-609,"Black, African American or African",In_Combination,392
2023,CA-609,Hispanic/Latina/e/o,Alone,401
2023,CA-609,Hispanic/Latina/e/o,In_Combination,2825
2023,CA-609,Native Hawaiian or Pacific Islander,Alone,60
2023,CA-609,Native Hawaiian or Pacific Islander,In_Combination,31
2023,CA-609,White,Alone,1864
2023,CA-609,White,In_Combination,2612
2023,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,19
2023,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,86
2023,CA-611,Asian or Asian American,Alone,34
2023,CA-611,Asian or Asian American,In_Combination,13
2023,CA-611,"Black, African American or African",Alone,222
2023,CA-611,"Black, African American or African",In_Combination,65
2023,CA-611,Hispanic/Latina/e/o,Alone,162
2023,CA-611,Hispanic/Latina/e/o,In_Combination,1325
2023,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-611,Native Hawaiian or Pacific Islander,In_Combination,21
2023,CA-611,White,Alone,1226
2023,CA-611,White,In_Combination,1356
2023,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,11
2023,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,15
2023,CA-612,Asian or Asian American,Alone,13
2023,CA-612,Asian or Asian American,In_Combination,*
2023,CA-612,"Black, African American or African",Alone,232
2023,CA-612,"Black, African American or African",In_Combination,16
2023,CA-612,Hispanic/Latina/e/o,Alone,48
2023,CA-612,Hispanic/Latina/e/o,In_Combination,241
2023,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-612,White,Alone,295
2023,CA-612,White,In_Combination,231
2023,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2023,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2023,CA-613,Asian or Asian American,Alone,*
2023,CA-613,Asian or Asian American,In_Combination,*
2023,CA-613,"Black, African American or African",Alone,84
2023,CA-613,"Black, African American or African",In_Combination,30
2023,CA-613,Hispanic/Latina/e/o,Alone,208
2023,CA-613,Hispanic/Latina/e/o,In_Combination,1318
2023,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-613,Native Hawaiian or Pacific Islander,In_Combination,12
2023,CA-613,White,Alone,134
2023,CA-613,White,In_Combination,1300
2023,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,32
2023,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,161
2023,CA-614,Asian or Asian American,Alone,23
2023,CA-614,Asian or Asian American,In_Combination,24
2023,CA-614,"Black, African American or African",Alone,146
2023,CA-614,"Black, African American or African",In_Combination,122
2023,CA-614,Hispanic/Latina/e/o,Alone,173
2023,CA-614,Hispanic/Latina/e/o,In_Combination,981
2023,CA-614,Native Hawaiian or Pacific Islander,Alone,16
2023,CA-614,Native Hawaiian or Pacific Islander,In_Combination,24
2023,CA-614,White,Alone,1520
2023,CA-614,White,In_Combination,984
2024,All,"American Indian, Alaska Native, or Indigenous",Alone,4415
2024,All,"American Indian, Alaska Native, or Indigenous",In_Combination,10463
2024,All,Asian or Asian American,Alone,6270
2024,All,Asian or Asian American,In_Combination,2754
2024,All,"Black, African American or African",Alone,87536
2024,All,"Black, African American or African",In_Combination,12418
2024,All,Hispanic/Latina/e/o,Alone,58059
2024,All,Hispanic/Latina/e/o,In_Combination,72754
2024,All,Middle Eastern or North African,Alone,1625
2024,All,Middle Eastern or North African,In_Combination,459
2024,All,Native Hawaiian or Pacific Islander,Alone,3461
2024,All,Native Hawaiian or Pacific Islander,In_Combination,3059
2024,All,White,Alone,91848
2024,All,White,In_Combination,67885
2024,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,232
2024,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,1082
2024,CA-500,Asian or Asian American,Alone,677
2024,CA-500,Asian or Asian American,In_Combination,208
2024,CA-500,"Black, African American or African",Alone,1849
2024,CA-500,"Black, African American or African",In_Combination,578
2024,CA-500,Hispanic/Latina/e/o,Alone,2985
2024,CA-500,Hispanic/Latina/e/o,In_Combination,6185
2024,CA-500,Middle Eastern or North African,Alone,122
2024,CA-500,Middle Eastern or North African,In_Combination,18
2024,CA-500,Native Hawaiian or Pacific Islander,Alone,244
2024,CA-500,Native Hawaiian or Pacific Islander,In_Combination,231
2024,CA-500,White,Alone,2760
2024,CA-500,White,In_Combination,5360
2024,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,298
2024,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,1106
2024,CA-501,Asian or Asian American,Alone,813
2024,CA-501,Asian or Asian American,In_Combination,324
2024,CA-501,"Black, African American or African",Alone,7196
2024,CA-501,"Black, African American or African",In_Combination,1227
2024,CA-501,Hispanic/Latina/e/o,Alone,4023
2024,CA-501,Hispanic/Latina/e/o,In_Combination,3514
2024,CA-501,Middle Eastern or North African,Alone,169
2024,CA-501,Middle Eastern or North African,In_Combination,42
2024,CA-501,Native Hawaiian or Pacific Islander,Alone,408
2024,CA-501,Native Hawaiian or Pacific Islander,In_Combination,342
2024,CA-501,White,Alone,4615
2024,CA-501,White,In_Combination,2799
2024,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,204
2024,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,656
2024,CA-502,Asian or Asian American,Alone,374
2024,CA-502,Asian or Asian American,In_Combination,170
2024,CA-502,"Black, African American or African",Alone,7449
2024,CA-502,"Black, African American or African",In_Combination,930
2024,CA-502,Hispanic/Latina/e/o,Alone,1302
2024,CA-502,Hispanic/Latina/e/o,In_Combination,1885
2024,CA-502,Middle Eastern or North African,Alone,67
2024,CA-502,Middle Eastern or North African,In_Combination,14
2024,CA-502,Native Hawaiian or Pacific Islander,Alone,232
2024,CA-502,Native Hawaiian or Pacific Islander,In_Combination,253
2024,CA-502,White,Alone,2559
2024,CA-502,White,In_Combination,1537
2024,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,210
2024,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,540
2024,CA-503,Asian or Asian American,Alone,229
2024,CA-503,Asian or Asian American,In_Combination,179
2024,CA-503,"Black, African American or African",Alone,5909
2024,CA-503,"Black, African American or African",In_Combination,1225
2024,CA-503,Hispanic/Latina/e/o,Alone,805
2024,CA-503,Hispanic/Latina/e/o,In_Combination,1869
2024,CA-503,Middle Eastern or North African,Alone,41
2024,CA-503,Middle Eastern or North African,In_Combination,13
2024,CA-503,Native Hawaiian or Pacific Islander,Alone,214
2024,CA-503,Native Hawaiian or Pacific Islander,In_Combination,160
2024,CA-503,White,Alone,3845
2024,CA-503,White,In_Combination,1959
2024,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,123
2024,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,338
2024,CA-504,Asian or Asian American,Alone,31
2024,CA-504,Asian or Asian American,In_Combination,23
2024,CA-504,"Black, African American or African",Alone,268
2024,CA-504,"Black, African American or African",In_Combination,132
2024,CA-504,Hispanic/Latina/e/o,Alone,585
2024,CA-504,Hispanic/Latina/e/o,In_Combination,614
2024,CA-504,Middle Eastern or North African,Alone,*
2024,CA-504,Middle Eastern or North African,In_Combination,*
2024,CA-504,Native Hawaiian or Pacific Islander,Alone,36
2024,CA-504,Native Hawaiian or Pacific Islander,In_Combination,42
2024,CA-504,White,Alone,1908
2024,CA-504,White,In_Combination,547
2024,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,130
2024,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,621
2024,CA-505,Asian or Asian American,Alone,161
2024,CA-505,Asian or Asian American,In_Combination,135
2024,CA-505,"Black, African American or African",Alone,3293
2024,CA-505,"Black, African American or African",In_Combination,503
2024,CA-505,Hispanic/Latina/e/o,Alone,761
2024,CA-505,Hispanic/Latina/e/o,In_Combination,1251
2024,CA-505,Middle Eastern or North African,Alone,29
2024,CA-505,Middle Eastern or North African,In_Combination,20
2024,CA-505,Native Hawaiian or Pacific Islander,Alone,122
2024,CA-505,Native Hawaiian or Pacific Islander,In_Combination,123
2024,CA-505,White,Alone,2580
2024,CA-505,White,In_Combination,907
2024,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,42
2024,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,126
2024,CA-506,Asian or Asian American,Alone,28
2024,CA-506,Asian or Asian American,In_Combination,39
2024,CA-506,"Black, African American or African",Alone,241
2024,CA-506,"Black, African American or African",In_Combination,115
2024,CA-506,Hispanic/Latina/e/o,Alone,768
2024,CA-506,Hispanic/Latina/e/o,In_Combination,1534
2024,CA-506,Middle Eastern or North African,Alone,*
2024,CA-506,Middle Eastern or North African,In_Combination,*
2024,CA-506,Native Hawaiian or Pacific Islander,Alone,38
2024,CA-506,Native Hawaiian or Pacific Islander,In_Combination,50
2024,CA-506,White,Alone,794
2024,CA-506,White,In_Combination,1444
2024,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,18
2024,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,84
2024,CA-507,Asian or Asian American,Alone,25
2024,CA-507,Asian or Asian American,In_Combination,11
2024,CA-507,"Black, African American or African",Alone,350
2024,CA-507,"Black, African American or African",In_Combination,99
2024,CA-507,Hispanic/Latina/e/o,Alone,312
2024,CA-507,Hispanic/Latina/e/o,In_Combination,300
2024,CA-507,Middle Eastern or North African,Alone,*
2024,CA-507,Middle Eastern or North African,In_Combination,*
2024,CA-507,Native Hawaiian or Pacific Islander,Alone,13
2024,CA-507,Native Hawaiian or Pacific Islander,In_Combination,11
2024,CA-507,White,Alone,739
2024,CA-507,White,In_Combination,270
2024,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,36
2024,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,116
2024,CA-508,Asian or Asian American,Alone,11
2024,CA-508,Asian or Asian American,In_Combination,*
2024,CA-508,"Black, African American or African",Alone,76
2024,CA-508,"Black, African American or African",In_Combination,34
2024,CA-508,Hispanic/Latina/e/o,Alone,378
2024,CA-508,Hispanic/Latina/e/o,In_Combination,595
2024,CA-508,Middle Eastern or North African,Alone,*
2024,CA-508,Middle Eastern or North African,In_Combination,*
2024,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2024,CA-508,Native Hawaiian or Pacific Islander,In_Combination,*
2024,CA-508,White,Alone,813
2024,CA-508,White,In_Combination,562
