CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-514,"Fresno, Madera Counties CoC",55-64,1069
2021,CA-514,"Fresno, Madera Counties CoC",65+,381
2021,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2021,CA-514,"Fresno, Madera Counties CoC",Under 18,1236
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,21
2021,CA-515,Placer County CoC,18-24,152
2021,CA-515,Placer County CoC,25-34,372
2021,CA-515,Placer County CoC,35-44,369
2021,CA-515,Placer County CoC,45-54,349
2021,CA-515,Placer County CoC,55-64,324
2021,CA-515,Placer County CoC,65+,146
2021,CA-515,Placer County CoC,Invalid,*
2021,CA-515,Placer County CoC,Under 18,478
2021,CA-515,Placer County CoC,Unknown,13
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,127
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,284
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,321
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,245
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,298
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,153
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,406
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,37
2021,CA-517,Napa County CoC,18-24,49
2021,CA-517,Napa County CoC,25-34,109
2021,CA-517,Napa County CoC,35-44,143
2021,CA-517,Napa County CoC,45-54,150
2021,CA-517,Napa County CoC,55-64,147
2021,CA-517,Napa County CoC,65+,63
2021,CA-517,Napa County CoC,Under 18,87
2021,CA-518,Solano County CoC,18-24,90
2021,CA-518,Solano County CoC,25-34,287
2021,CA-518,Solano County CoC,35-44,264
2021,CA-518,Solano County CoC,45-54,247
2021,CA-518,Solano County CoC,55-64,326
2021,CA-518,Solano County CoC,65+,175
2021,CA-518,Solano County CoC,Under 18,239
2021,CA-518,Solano County CoC,Unknown,*
2021,CA-519,Butte County CoC,18-24,153
2021,CA-519,Butte County CoC,25-34,327
2021,CA-519,Butte County CoC,35-44,364
2021,CA-519,Butte County CoC,45-54,325
2021,CA-519,Butte County CoC,55-64,316
2021,CA-519,Butte County CoC,65+,192
2021,CA-519,Butte County CoC,Under 18,360
2021,CA-519,Butte County CoC,Unknown,14
2021,CA-520,Merced County CoC,18-24,174
2021,CA-520,Merced County CoC,25-34,434
2021,CA-520,Merced County CoC,35-44,437
2021,CA-520,Merced County CoC,45-54,331
2021,CA-520,Merced County CoC,55-64,321
2021,CA-520,Merced County CoC,65+,116
2021,CA-520,Merced County CoC,Invalid,*
2021,CA-520,Merced County CoC,Under 18,513
2021,CA-520,Merced County CoC,Unknown,*
2021,CA-521,Yolo County CoC,18-24,97
2021,CA-521,Yolo County CoC,25-34,214
2021,CA-521,Yolo County CoC,35-44,221
2021,CA-521,Yolo County CoC,45-54,183
2021,CA-521,Yolo County CoC,55-64,203
2021,CA-521,Yolo County CoC,65+,98
2021,CA-521,Yolo County CoC,Under 18,407
2021,CA-521,Yolo County CoC,Unknown,*
2021,CA-522,Humboldt County CoC,18-24,137
2021,CA-522,Humboldt County CoC,25-34,203
2021,CA-522,Humboldt County CoC,35-44,378
2021,CA-522,Humboldt County CoC,45-54,285
2021,CA-522,Humboldt County CoC,55-64,262
2021,CA-522,Humboldt County CoC,65+,133
2021,CA-522,Humboldt County CoC,Invalid,*
2021,CA-522,Humboldt County CoC,Under 18,249
2021,CA-522,Humboldt County CoC,Unknown,29
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,71
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,116
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,101
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,78
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,64
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,31
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,240
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2021,CA-524,"Yuba, Sutter Counties CoC",18-24,158
2021,CA-524,"Yuba, Sutter Counties CoC",25-34,340
2021,CA-524,"Yuba, Sutter Counties CoC",35-44,295
2021,CA-524,"Yuba, Sutter Counties CoC",45-54,241
2021,CA-524,"Yuba, Sutter Counties CoC",55-64,277
2021,CA-524,"Yuba, Sutter Counties CoC",65+,141
2021,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2021,CA-524,"Yuba, Sutter Counties CoC",Under 18,720
2021,CA-525,El Dorado County CoC,18-24,25
2021,CA-525,El Dorado County CoC,25-34,42
2021,CA-525,El Dorado County CoC,35-44,61
2021,CA-525,El Dorado County CoC,45-54,62
2021,CA-525,El Dorado County CoC,55-64,84
2021,CA-525,El Dorado County CoC,65+,51
2021,CA-525,El Dorado County CoC,Invalid,*
2021,CA-525,El Dorado County CoC,Under 18,94
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,52
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,124
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,97
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,107
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,106
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,51
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,189
2021,CA-527,Tehama County CoC,18-24,22
2021,CA-527,Tehama County CoC,25-34,40
2021,CA-527,Tehama County CoC,35-44,52
2021,CA-527,Tehama County CoC,45-54,29
2021,CA-527,Tehama County CoC,55-64,34
2021,CA-527,Tehama County CoC,65+,18
2021,CA-527,Tehama County CoC,Under 18,83
2021,CA-527,Tehama County CoC,Unknown,16
2021,CA-529,Lake County CoC,18-24,24
2021,CA-529,Lake County CoC,25-34,87
2021,CA-529,Lake County CoC,35-44,65
2021,CA-529,Lake County CoC,45-54,51
2021,CA-529,Lake County CoC,55-64,64
2021,CA-529,Lake County CoC,65+,34
2021,CA-529,Lake County CoC,Under 18,65
2021,CA-529,Lake County CoC,Unknown,*
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,17
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,34
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,26
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,61
2021,CA-531,Nevada County CoC,18-24,50
2021,CA-531,Nevada County CoC,25-34,120
2021,CA-531,Nevada County CoC,35-44,126
2021,CA-531,Nevada County CoC,45-54,116
2021,CA-531,Nevada County CoC,55-64,143
2021,CA-531,Nevada County CoC,65+,67
2021,CA-531,Nevada County CoC,Under 18,78
2021,CA-531,Nevada County CoC,Unknown,34
2021,CA-600,Los Angeles County CoC,18-24,6630
2021,CA-600,Los Angeles County CoC,25-34,15183
2021,CA-600,Los Angeles County CoC,35-44,14937
2021,CA-600,Los Angeles County CoC,45-54,13121
2021,CA-600,Los Angeles County CoC,55-64,12450
2021,CA-600,Los Angeles County CoC,65+,5078
2021,CA-600,Los Angeles County CoC,Invalid,24
2021,CA-600,Los Angeles County CoC,Under 18,12872
2021,CA-600,Los Angeles County CoC,Unknown,3337
2021,CA-601,San Diego County CoC,18-24,1878
2021,CA-601,San Diego County CoC,25-34,3879
2021,CA-601,San Diego County CoC,35-44,3633
2021,CA-601,San Diego County CoC,45-54,3526
2021,CA-601,San Diego County CoC,55-64,3728
2021,CA-601,San Diego County CoC,65+,1518
2021,CA-601,San Diego County CoC,Invalid,14
2021,CA-601,San Diego County CoC,Under 18,4403
2021,CA-601,San Diego County CoC,Unknown,365
2021,CA-602,Orange County CoC,18-24,808
2021,CA-602,Orange County CoC,25-34,2037
2021,CA-602,Orange County CoC,35-44,2022
2021,CA-602,Orange County CoC,45-54,1927
2021,CA-602,Orange County CoC,55-64,2080
2021,CA-602,Orange County CoC,65+,911
2021,CA-602,Orange County CoC,Under 18,2773
2021,CA-602,Orange County CoC,Unknown,3143
2021,CA-603,Santa Barbara County CoC,18-24,263
2021,CA-603,Santa Barbara County CoC,25-34,561
2021,CA-603,Santa Barbara County CoC,35-44,633
2021,CA-603,Santa Barbara County CoC,45-54,537
2021,CA-603,Santa Barbara County CoC,55-64,627
2021,CA-603,Santa Barbara County CoC,65+,275
2021,CA-603,Santa Barbara County CoC,Under 18,858
2021,CA-604,Kern County CoC,18-24,566
2021,CA-604,Kern County CoC,25-34,1195
2021,CA-604,Kern County CoC,35-44,1204
2021,CA-604,Kern County CoC,45-54,1018
2021,CA-604,Kern County CoC,55-64,906
2021,CA-604,Kern County CoC,65+,289
2021,CA-604,Kern County CoC,Invalid,*
2021,CA-604,Kern County CoC,Under 18,1613
2021,CA-604,Kern County CoC,Unknown,*
2021,CA-606,Long Beach CoC (Los Angeles County),18-24,189
2021,CA-606,Long Beach CoC (Los Angeles County),25-34,376
2021,CA-606,Long Beach CoC (Los Angeles County),35-44,439
2021,CA-606,Long Beach CoC (Los Angeles County),45-54,462
2021,CA-606,Long Beach CoC (Los Angeles County),55-64,657
2021,CA-606,Long Beach CoC (Los Angeles County),65+,380
2021,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2021,CA-606,Long Beach CoC (Los Angeles County),Under 18,448
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,59
2021,CA-607,Pasadena CoC (Los Angeles County),18-24,99
2021,CA-607,Pasadena CoC (Los Angeles County),25-34,120
2021,CA-607,Pasadena CoC (Los Angeles County),35-44,118
2021,CA-607,Pasadena CoC (Los Angeles County),45-54,159
2021,CA-607,Pasadena CoC (Los Angeles County),55-64,221
2021,CA-607,Pasadena CoC (Los Angeles County),65+,109
2021,CA-607,Pasadena CoC (Los Angeles County),Under 18,164
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,40
2021,CA-608,Riverside County CoC,18-24,622
2021,CA-608,Riverside County CoC,25-34,1419
2021,CA-608,Riverside County CoC,35-44,1302
2021,CA-608,Riverside County CoC,45-54,1088
2021,CA-608,Riverside County CoC,55-64,1077
2021,CA-608,Riverside County CoC,65+,525
2021,CA-608,Riverside County CoC,Under 18,2412
2021,CA-608,Riverside County CoC,Unknown,30
2021,CA-609,San Bernardino County CoC,18-24,663
2021,CA-609,San Bernardino County CoC,25-34,1253
2021,CA-609,San Bernardino County CoC,35-44,1093
2021,CA-609,San Bernardino County CoC,45-54,812
2021,CA-609,San Bernardino County CoC,55-64,872
2021,CA-609,San Bernardino County CoC,65+,366
2021,CA-609,San Bernardino County CoC,Invalid,*
2021,CA-609,San Bernardino County CoC,Under 18,2941
2021,CA-609,San Bernardino County CoC,Unknown,*
2021,CA-611,Ventura County CoC,18-24,134
2021,CA-611,Ventura County CoC,25-34,300
2021,CA-611,Ventura County CoC,35-44,392
2021,CA-611,Ventura County CoC,45-54,443
2021,CA-611,Ventura County CoC,55-64,547
2021,CA-611,Ventura County CoC,65+,299
2021,CA-611,Ventura County CoC,Invalid,*
2021,CA-611,Ventura County CoC,Under 18,458
2021,CA-611,Ventura County CoC,Unknown,11
2021,CA-612,Glendale CoC (Los Angeles County),18-24,39
2021,CA-612,Glendale CoC (Los Angeles County),25-34,88
2021,CA-612,Glendale CoC (Los Angeles County),35-44,80
2021,CA-612,Glendale CoC (Los Angeles County),45-54,86
2021,CA-612,Glendale CoC (Los Angeles County),55-64,128
2021,CA-612,Glendale CoC (Los Angeles County),65+,58
2021,CA-612,Glendale CoC (Los Angeles County),Under 18,131
2021,CA-613,Imperial County CoC,18-24,140
2021,CA-613,Imperial County CoC,25-34,254
2021,CA-613,Imperial County CoC,35-44,183
2021,CA-613,Imperial County CoC,45-54,120
2021,CA-613,Imperial County CoC,55-64,138
2021,CA-613,Imperial County CoC,65+,91
2021,CA-613,Imperial County CoC,Invalid,*
2021,CA-613,Imperial County CoC,Under 18,685
2021,CA-613,Imperial County CoC,Unknown,31
2021,CA-614,San Luis Obispo County CoC,18-24,191
2021,CA-614,San Luis Obispo County CoC,25-34,384
2021,CA-614,San Luis Obispo County CoC,35-44,397
2021,CA-614,San Luis Obispo County CoC,45-54,296
2021,CA-614,San Luis Obispo County CoC,55-64,274
2021,CA-614,San Luis Obispo County CoC,65+,153
2021,CA-614,San Luis Obispo County CoC,Invalid,*
2021,CA-614,San Luis Obispo County CoC,Under 18,637
2022,All,California,18-24,23980
2022,All,California,25-34,51272
2022,All,California,35-44,52659
2022,All,California,45-54,42874
2022,All,California,55-64,42181
2022,All,California,65+,19230
2022,All,California,Invalid,87
2022,All,California,Under 18,63884
2022,All,California,Unknown,7149
2022,CA-500,Santa Clara County CoC,18-24,1058
2022,CA-500,Santa Clara County CoC,25-34,2288
2022,CA-500,Santa Clara County CoC,35-44,2404
2022,CA-500,Santa Clara County CoC,45-54,1912
2022,CA-500,Santa Clara County CoC,55-64,1916
2022,CA-500,Santa Clara County CoC,65+,902
2022,CA-500,Santa Clara County CoC,Invalid,*
2022,CA-500,Santa Clara County CoC,Under 18,3764
2022,CA-500,Santa Clara County CoC,Unknown,16
2022,CA-501,San Francisco CoC,18-24,1658
2022,CA-501,San Francisco CoC,25-34,3516
2022,CA-501,San Francisco CoC,35-44,3498
2022,CA-501,San Francisco CoC,45-54,2624
2022,CA-501,San Francisco CoC,55-64,2140
2022,CA-501,San Francisco CoC,65+,989
2022,CA-501,San Francisco CoC,Invalid,12
2022,CA-501,San Francisco CoC,Under 18,3782
2022,CA-501,San Francisco CoC,Unknown,24
2022,CA-502,Alameda County CoC,18-24,960
2022,CA-502,Alameda County CoC,25-34,1961
2022,CA-502,Alameda County CoC,35-44,1993
2022,CA-502,Alameda County CoC,45-54,1870
2022,CA-502,Alameda County CoC,55-64,2060
2022,CA-502,Alameda County CoC,65+,953
2022,CA-502,Alameda County CoC,Under 18,1924
2022,CA-502,Alameda County CoC,Unknown,*
2022,CA-503,Sacramento County CoC,18-24,1182
2022,CA-503,Sacramento County CoC,25-34,1607
2022,CA-503,Sacramento County CoC,35-44,1764
2022,CA-503,Sacramento County CoC,45-54,1549
2022,CA-503,Sacramento County CoC,55-64,1592
2022,CA-503,Sacramento County CoC,65+,666
2022,CA-503,Sacramento County CoC,Invalid,*
2022,CA-503,Sacramento County CoC,Under 18,3520
2022,CA-503,Sacramento County CoC,Unknown,25
2022,CA-504,Sonoma County CoC,18-24,201
2022,CA-504,Sonoma County CoC,25-34,332
2022,CA-504,Sonoma County CoC,35-44,402
2022,CA-504,Sonoma County CoC,45-54,423
2022,CA-504,Sonoma County CoC,55-64,441
2022,CA-504,Sonoma County CoC,65+,252
2022,CA-504,Sonoma County CoC,Under 18,466
2022,CA-504,Sonoma County CoC,Unknown,*
2022,CA-505,Contra Costa County CoC,18-24,516
2022,CA-505,Contra Costa County CoC,25-34,983
2022,CA-505,Contra Costa County CoC,35-44,1079
2022,CA-505,Contra Costa County CoC,45-54,947
2022,CA-505,Contra Costa County CoC,55-64,1040
2022,CA-505,Contra Costa County CoC,65+,499
2022,CA-505,Contra Costa County CoC,Under 18,1266
2022,CA-506,"Monterey, San Benito Counties CoC",18-24,229
2022,CA-506,"Monterey, San Benito Counties CoC",25-34,452
2022,CA-506,"Monterey, San Benito Counties CoC",35-44,483
2022,CA-506,"Monterey, San Benito Counties CoC",45-54,357
2022,CA-506,"Monterey, San Benito Counties CoC",55-64,397
2022,CA-506,"Monterey, San Benito Counties CoC",65+,225
2022,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2022,CA-506,"Monterey, San Benito Counties CoC",Under 18,751
2022,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2022,CA-507,Marin County CoC,18-24,109
2022,CA-507,Marin County CoC,25-34,270
2022,CA-507,Marin County CoC,35-44,283
2022,CA-507,Marin County CoC,45-54,267
2022,CA-507,Marin County CoC,55-64,285
2022,CA-507,Marin County CoC,65+,178
2022,CA-507,Marin County CoC,Invalid,*
2022,CA-507,Marin County CoC,Under 18,403
2022,CA-507,Marin County CoC,Unknown,19
2022,CA-508,Santa Cruz County CoC,18-24,128
2022,CA-508,Santa Cruz County CoC,25-34,203
2022,CA-508,Santa Cruz County CoC,35-44,263
2022,CA-508,Santa Cruz County CoC,45-54,219
2022,CA-508,Santa Cruz County CoC,55-64,257
2022,CA-508,Santa Cruz County CoC,65+,216
2022,CA-508,Santa Cruz County CoC,Invalid,*
2022,CA-508,Santa Cruz County CoC,Under 18,550
2022,CA-509,Mendocino County CoC,18-24,98
2022,CA-509,Mendocino County CoC,25-34,272
2022,CA-509,Mendocino County CoC,35-44,323
2022,CA-509,Mendocino County CoC,45-54,275
2022,CA-509,Mendocino County CoC,55-64,215
2022,CA-509,Mendocino County CoC,65+,129
2022,CA-509,Mendocino County CoC,Invalid,*
2022,CA-509,Mendocino County CoC,Under 18,403
2022,CA-509,Mendocino County CoC,Unknown,*
2022,CA-510,Stanislaus County CoC,18-24,509
2022,CA-510,Stanislaus County CoC,25-34,1080
2022,CA-510,Stanislaus County CoC,35-44,1159
2022,CA-510,Stanislaus County CoC,45-54,873
2022,CA-510,Stanislaus County CoC,55-64,835
2022,CA-510,Stanislaus County CoC,65+,305
2022,CA-510,Stanislaus County CoC,Under 18,1477
2022,CA-510,Stanislaus County CoC,Unknown,14
2022,CA-511,San Joaquin County CoC,18-24,697
2022,CA-511,San Joaquin County CoC,25-34,1468
2022,CA-511,San Joaquin County CoC,35-44,1243
2022,CA-511,San Joaquin County CoC,45-54,773
2022,CA-511,San Joaquin County CoC,55-64,736
2022,CA-511,San Joaquin County CoC,65+,338
2022,CA-511,San Joaquin County CoC,Under 18,3575
2022,CA-511,San Joaquin County CoC,Unknown,61
2022,CA-512,San Mateo County CoC,18-24,277
2022,CA-512,San Mateo County CoC,25-34,651
2022,CA-512,San Mateo County CoC,35-44,636
2022,CA-512,San Mateo County CoC,45-54,579
2022,CA-512,San Mateo County CoC,55-64,650
2022,CA-512,San Mateo County CoC,65+,364
2022,CA-512,San Mateo County CoC,Under 18,1095
2022,CA-512,San Mateo County CoC,Unknown,30
2022,CA-513,"Kings, Tulare Counties CoC",18-24,337
2022,CA-513,"Kings, Tulare Counties CoC",25-34,675
2022,CA-513,"Kings, Tulare Counties CoC",35-44,726
2022,CA-513,"Kings, Tulare Counties CoC",45-54,546
2022,CA-513,"Kings, Tulare Counties CoC",55-64,418
2022,CA-513,"Kings, Tulare Counties CoC",65+,145
2022,CA-513,"Kings, Tulare Counties CoC",Under 18,1324
2022,CA-514,"Fresno, Madera Counties CoC",18-24,567
2022,CA-514,"Fresno, Madera Counties CoC",25-34,1444
2022,CA-514,"Fresno, Madera Counties CoC",35-44,1902
2022,CA-514,"Fresno, Madera Counties CoC",45-54,1658
2022,CA-514,"Fresno, Madera Counties CoC",55-64,1380
2022,CA-514,"Fresno, Madera Counties CoC",65+,474
2022,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2022,CA-514,"Fresno, Madera Counties CoC",Under 18,1208
2022,CA-514,"Fresno, Madera Counties CoC",Unknown,24
2022,CA-515,Placer County CoC,18-24,201
2022,CA-515,Placer County CoC,25-34,456
2022,CA-515,Placer County CoC,35-44,497
2022,CA-515,Placer County CoC,45-54,396
2022,CA-515,Placer County CoC,55-64,360
2022,CA-515,Placer County CoC,65+,154
2022,CA-515,Placer County CoC,Under 18,601
2022,CA-515,Placer County CoC,Unknown,15
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,151
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,356
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,399
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,281
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,324
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,185
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,581
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,14
2022,CA-517,Napa County CoC,18-24,61
2022,CA-517,Napa County CoC,25-34,143
2022,CA-517,Napa County CoC,35-44,190
2022,CA-517,Napa County CoC,45-54,151
2022,CA-517,Napa County CoC,55-64,142
2022,CA-517,Napa County CoC,65+,66
2022,CA-517,Napa County CoC,Under 18,183
2022,CA-518,Solano County CoC,18-24,97
2022,CA-518,Solano County CoC,25-34,220
2022,CA-518,Solano County CoC,35-44,237
2022,CA-518,Solano County CoC,45-54,186
2022,CA-518,Solano County CoC,55-64,279
2022,CA-518,Solano County CoC,65+,140
2022,CA-518,Solano County CoC,Invalid,*
2022,CA-518,Solano County CoC,Under 18,220
2022,CA-518,Solano County CoC,Unknown,*
2022,CA-519,Butte County CoC,18-24,183
2022,CA-519,Butte County CoC,25-34,407
2022,CA-519,Butte County CoC,35-44,487
2022,CA-519,Butte County CoC,45-54,432
2022,CA-519,Butte County CoC,55-64,419
2022,CA-519,Butte County CoC,65+,238
2022,CA-519,Butte County CoC,Under 18,301
2022,CA-519,Butte County CoC,Unknown,55
2022,CA-520,Merced County CoC,18-24,221
2022,CA-520,Merced County CoC,25-34,487
2022,CA-520,Merced County CoC,35-44,540
2022,CA-520,Merced County CoC,45-54,330
2022,CA-520,Merced County CoC,55-64,305
2022,CA-520,Merced County CoC,65+,119
2022,CA-520,Merced County CoC,Invalid,*
2022,CA-520,Merced County CoC,Under 18,977
2022,CA-520,Merced County CoC,Unknown,*
2022,CA-521,Yolo County CoC,18-24,97
2022,CA-521,Yolo County CoC,25-34,227
2022,CA-521,Yolo County CoC,35-44,251
2022,CA-521,Yolo County CoC,45-54,168
2022,CA-521,Yolo County CoC,55-64,198
2022,CA-521,Yolo County CoC,65+,83
2022,CA-521,Yolo County CoC,Under 18,469
2022,CA-522,Humboldt County CoC,18-24,170
2022,CA-522,Humboldt County CoC,25-34,328
2022,CA-522,Humboldt County CoC,35-44,503
2022,CA-522,Humboldt County CoC,45-54,402
2022,CA-522,Humboldt County CoC,55-64,388
2022,CA-522,Humboldt County CoC,65+,169
2022,CA-522,Humboldt County CoC,Invalid,*
2022,CA-522,Humboldt County CoC,Under 18,353
2022,CA-522,Humboldt County CoC,Unknown,28
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,57
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,95
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,108
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,83
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,62
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,20
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,200
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2022,CA-524,"Yuba, Sutter Counties CoC",18-24,155
2022,CA-524,"Yuba, Sutter Counties CoC",25-34,395
2022,CA-524,"Yuba, Sutter Counties CoC",35-44,450
2022,CA-524,"Yuba, Sutter Counties CoC",45-54,289
2022,CA-524,"Yuba, Sutter Counties CoC",55-64,304
2022,CA-524,"Yuba, Sutter Counties CoC",65+,133
2022,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2022,CA-524,"Yuba, Sutter Counties CoC",Under 18,906
2022,CA-524,"Yuba, Sutter Counties CoC",Unknown,*
2022,CA-525,El Dorado County CoC,18-24,34
2022,CA-525,El Dorado County CoC,25-34,58
2022,CA-525,El Dorado County CoC,35-44,65
2022,CA-525,El Dorado County CoC,45-54,56
2022,CA-525,El Dorado County CoC,55-64,79
2022,CA-525,El Dorado County CoC,65+,43
2022,CA-525,El Dorado County CoC,Invalid,*
2022,CA-525,El Dorado County CoC,Under 18,148
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,72
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,129
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,159
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,121
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,133
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,79
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,264
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2022,CA-527,Tehama County CoC,18-24,44
2022,CA-527,Tehama County CoC,25-34,96
2022,CA-527,Tehama County CoC,35-44,108
2022,CA-527,Tehama County CoC,45-54,88
2022,CA-527,Tehama County CoC,55-64,70
2022,CA-527,Tehama County CoC,65+,29
2022,CA-527,Tehama County CoC,Under 18,222
2022,CA-527,Tehama County CoC,Unknown,50
2022,CA-529,Lake County CoC,18-24,24
2022,CA-529,Lake County CoC,25-34,68
2022,CA-529,Lake County CoC,35-44,64
2022,CA-529,Lake County CoC,45-54,44
2022,CA-529,Lake County CoC,55-64,61
2022,CA-529,Lake County CoC,65+,30
2022,CA-529,Lake County CoC,Under 18,53
2022,CA-529,Lake County CoC,Unknown,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,14
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,28
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,37
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,17
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,26
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Invalid,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,62
2022,CA-531,Nevada County CoC,18-24,84
2022,CA-531,Nevada County CoC,25-34,169
2022,CA-531,Nevada County CoC,35-44,189
2022,CA-531,Nevada County CoC,45-54,166
2022,CA-531,Nevada County CoC,55-64,175
2022,CA-531,Nevada County CoC,65+,115
2022,CA-531,Nevada County CoC,Invalid,*
2022,CA-531,Nevada County CoC,Under 18,151
2022,CA-531,Nevada County CoC,Unknown,25
2022,CA-600,Los Angeles County CoC,18-24,6918
2022,CA-600,Los Angeles County CoC,25-34,17027
